key,player,pick,pos,college,year,team,n_college_picks,short_college,age,bench,broad,carav,def_int,def_int_td,def_int_yards,forty,fumbles_forced,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,games,height,kick_ret,kick_ret_td,kick_ret_yds,pass_att,pass_cmp,pass_defended,pass_int,pass_td,pass_yds,punt_ret,punt_ret_td,punt_ret_yds,rec_td,rec_yards,receptions,rush_att,rush_td,rush_yds,sacks,seasons,shuttle,tackles_assists,tackles_combined,tackles_loss,tackles_solo,threecone,vertical,weight
http://www.sports-reference.com/cfb/players/aj-green-1.html,A.J. Green,4.0,WR,Georgia,2011.0,CIN,317,Georgia,23.0,20.268169598943018,115.84729867783396,77.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,32.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,7.0,0.0,105.0,0.0,3.0,4.377298442945409,0.0,1.0,0.0,1.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/aj-hawk-1.html,A.J. Hawk,5.0,LB,Ohio St.,2006.0,GNB,194,Ohio St.,22.0,19.682217461506497,113.4200582746881,55.0,7.0,1.0,0.0,4.772838087374241,2.0,0.0,0.0,0.0,51.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.0,4.39770051312927,52.0,121.0,17.0,69.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/aj-jenkins-1.html,A.J. Jenkins,30.0,WR,Illinois,2012.0,SFO,101,Illinois,22.0,19.682217461506497,113.4200582746881,2.0,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,46.0,73.0821778694103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,0.0,25.0,0.0,4.0,4.39770051312927,0.0,3.0,0.0,3.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/aj-klein-1.html,A.J. Klein,148.0,LB,Iowa St.,2013.0,CAR,35,SMALL SCHOOL,22.0,19.682217461506497,113.4200582746881,37.0,5.0,4.0,0.0,4.772838087374241,1.0,1.0,0.0,0.0,51.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.39770051312927,180.0,361.0,21.0,181.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/aj-mccarron-1.html,A.J. McCarron,164.0,QB,Alabama,2014.0,CIN,337,Alabama,23.0,20.268169598943018,115.84729867783396,4.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,53.0,74.57575807319913,0.0,0.0,0.0,1026.0,686.0,0.0,15.0,77.0,9019.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,3.0,-50.0,0.0,4.0,4.377298442945409,1.0,3.0,0.0,2.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/aj-nicholson-1.html,A.J. Nicholson,157.0,LB,Florida St.,2006.0,CIN,122,Florida St.,23.0,20.268169598943018,115.84729867783396,0.0,3.0,1.0,0.0,4.772334505516502,1.0,1.0,0.0,23.0,37.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.377298442945409,47.0,100.0,10.0,53.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/akeem-dent-1.html,Akeem Dent,91.0,LB,Georgia,2011.0,ATL,317,Georgia,23.0,20.268169598943018,115.84729867783396,17.0,0.0,0.0,0.0,4.772334505516502,2.0,1.0,0.0,0.0,47.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,4.377298442945409,105.0,240.0,14.0,135.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/akeem-king-1.html,Akeem King,249.0,DB,San Jose St.,2015.0,ATL,21,SMALL SCHOOL,23.0,20.268169598943018,115.84729867783396,3.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,20.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.377298442945409,35.0,86.0,2.0,51.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/akeem-spence-1.html,Akeem Spence,100.0,DT,Illinois,2013.0,TAM,101,Illinois,21.0,19.096265324069833,110.99281787154243,27.0,0.0,0.0,0.0,4.773341669231974,2.0,0.0,0.0,0.0,38.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.0,4.418102583313128,121.0,186.0,17.0,65.0,7.383229781624261,30.686111883836418,217.02108352544826
http://www.sports-reference.com/cfb/players/akin-ayodele-1.html,Akin Ayodele,89.0,LB,Purdue,2002.0,JAX,112,Purdue,22.0,19.682217461506497,113.4200582746881,48.0,2.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,22.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/al-afalava-1.html,Al Afalava,190.0,DB,Oregon St.,2009.0,CHI,61,Oregon St.,22.0,19.682217461506497,113.4200582746881,5.0,3.0,1.0,0.0,4.772838087374241,4.0,1.0,0.0,33.0,47.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.39770051312927,47.0,167.0,6.0,120.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/al-woods-2.html,Al Woods,123.0,DT,LSU,2010.0,NOR,331,LSU,23.0,20.268169598943018,115.84729867783396,34.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,41.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,4.377298442945409,39.0,73.0,9.0,34.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alameda-taamu-1.html,Alameda Ta'amu,109.0,DT,Washington,2012.0,PIT,142,Washington,22.0,19.682217461506497,113.4200582746881,3.0,0.0,0.0,0.0,4.772838087374241,0.0,1.0,0.0,14.0,50.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.0,4.39770051312927,52.0,109.0,17.0,57.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/alan-harper-1.html,Alan Harper,121.0,DT,Fresno St.,2002.0,NYJ,38,SMALL SCHOOL,23.0,20.268169598943018,115.84729867783396,1.0,1.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,13.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alan-zemaitis-1.html,Alan Zemaitis,122.0,DB,Penn St.,2006.0,TAM,123,Penn St.,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,51.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,51.0,3.0,37.0,0.0,0.0,0.0
http://www.sports-reference.com/cfb/players/aldon-smith-1.html,Aldon Smith,7.0,DE,Missouri,2011.0,SFO,118,Missouri,21.0,19.096265324069833,110.99281787154243,34.0,1.0,0.0,0.0,4.773341669231974,1.0,0.0,0.0,0.0,23.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,2.0,4.418102583313128,27.0,79.0,23.0,52.0,7.383229781624261,30.686111883836418,217.02108352544826
http://www.sports-reference.com/cfb/players/aldrick-robinson-1.html,Aldrick Robinson,178.0,WR,SMU,2011.0,WAS,42,SMALL SCHOOL,22.0,19.682217461506497,113.4200582746881,12.0,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,46.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.39770051312927,0.0,4.0,0.0,4.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/alec-ogletree-1.html,Alec Ogletree,30.0,LB,Georgia,2013.0,STL,317,Georgia,21.0,19.096265324069833,110.99281787154243,52.0,1.0,0.0,0.0,4.773341669231974,3.0,0.0,0.0,0.0,30.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.418102583313128,67.0,197.0,21.0,130.0,7.383229781624261,30.686111883836418,217.02108352544826
http://www.sports-reference.com/cfb/players/alex-barron-1.html,Alex Barron,19.0,T,Florida St.,2005.0,STL,122,Florida St.,22.0,19.682217461506497,113.4200582746881,27.0,0.0,0.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,0.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/alex-brink-1.html,Alex Brink,223.0,QB,Washington St.,2008.0,HOU,36,SMALL SCHOOL,23.0,20.268169598943018,115.84729867783396,0.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,46.0,74.57575807319913,0.0,0.0,0.0,1451.0,848.0,0.0,43.0,76.0,10913.0,0.0,0.0,0.0,1.0,0.0,0.0,246.0,5.0,98.0,0.0,4.0,4.377298442945409,1.0,4.0,0.0,3.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alex-brown-1.html,Alex Brown,104.0,DE,Florida,2002.0,CHI,304,Florida,23.0,20.268169598943018,115.84729867783396,59.0,3.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,24.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alex-carrington-1.html,Alex Carrington,72.0,DE,Arkansas St.,2010.0,BUF,15,SMALL SCHOOL,23.0,20.268169598943018,115.84729867783396,7.0,1.0,0.0,0.0,4.772334505516502,3.0,1.0,0.0,27.0,43.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,4.0,4.377298442945409,52.0,146.0,41.0,94.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alex-carter-1.html,Alex Carter,80.0,CB,Stanford,2015.0,DET,190,Stanford,20.0,18.510313186633397,108.56557746839663,0.0,2.0,0.0,0.0,4.7738452510897105,4.0,0.0,0.0,0.0,40.0,70.09501746183258,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.438504653496986,39.0,143.0,4.0,104.0,7.463628251855314,29.228688793401574,199.7024727899452
http://www.sports-reference.com/cfb/players/alex-green-2.html,Alex Green,96.0,RB,Hawaii,2011.0,GNB,61,Hawaii,23.0,20.268169598943018,115.84729867783396,5.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,27.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,232.0,20.0,1652.0,0.0,2.0,4.377298442945409,0.0,2.0,0.0,2.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alex-henery-1.html,Alex Henery,120.0,K,Nebraska,2011.0,PHI,171,Nebraska,24.0,20.854121736379454,118.27453908097964,8.0,0.0,0.0,0.0,4.7718309236587695,0.0,0.0,0.0,0.0,53.0,76.069338276988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,4.0,4.35689637276155,2.0,3.0,0.0,1.0,7.14203437093111,35.05838115514095,268.97691573195857
http://www.sports-reference.com/cfb/players/alex-lewis-1.html,Alex Lewis,140.0,LB,Wisconsin,2004.0,DET,208,Wisconsin,23.0,20.268169598943018,115.84729867783396,7.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,0.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alex-lincoln-1.html,Alex Lincoln,209.0,LB,Auburn,2001.0,SFO,200,Auburn,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://www.sports-reference.com/cfb/players/alex-magee-1.html,Alex Magee,67.0,DE,Purdue,2009.0,KAN,112,Purdue,22.0,19.682217461506497,113.4200582746881,2.0,1.0,0.0,0.0,4.772838087374241,3.0,0.0,0.0,0.0,50.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.39770051312927,49.0,117.0,15.0,68.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/alex-okafor-1.html,Alex Okafor,103.0,DE,Texas,2013.0,ARI,190,Texas,22.0,19.682217461506497,113.4200582746881,29.0,0.0,0.0,0.0,4.772838087374241,7.0,0.0,0.0,0.0,52.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,4.39770051312927,62.0,150.0,36.0,88.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/alex-smith-2.html,Alex Smith,71.0,TE,Stanford,2005.0,TAM,190,Stanford,23.0,20.268169598943018,115.84729867783396,11.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,44.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alex-smith-3.html,Alex Smith,1.0,QB,Utah,2005.0,SFO,146,Utah,21.0,19.096265324069833,110.99281787154243,98.0,0.0,0.0,0.0,4.773341669231974,0.0,0.0,0.0,0.0,25.0,71.58859766562142,0.0,0.0,0.0,587.0,389.0,0.0,8.0,47.0,5203.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,15.0,1072.0,0.0,3.0,4.418102583313128,0.0,0.0,0.0,0.0,7.383229781624261,30.686111883836418,217.02108352544826
http://www.sports-reference.com/cfb/players/alfonso-marshall-1.html,Alfonso Marshall,215.0,DB,Miami (FL),2004.0,CHI,261,Miami (FL),23.0,20.268169598943018,115.84729867783396,0.0,3.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,19.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alfonzo-dennard-1.html,Alfonzo Dennard,224.0,DB,Nebraska,2012.0,NWE,171,Nebraska,22.0,19.682217461506497,113.4200582746881,9.0,4.0,1.0,0.0,4.772838087374241,1.0,0.0,0.0,0.0,47.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.39770051312927,27.0,91.0,3.0,64.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/alfred-blue-1.html,Alfred Blue,181.0,RB,LSU,2014.0,HOU,331,LSU,23.0,20.268169598943018,115.84729867783396,18.0,0.0,0.0,0.0,4.772334505516502,1.0,1.0,0.0,0.0,41.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,11.0,1253.0,0.0,4.0,4.377298442945409,13.0,25.0,0.0,12.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alfred-fincher-1.html,Alfred Fincher,82.0,LB,Connecticut,2005.0,NOR,64,Connecticut,22.0,19.682217461506497,113.4200582746881,3.0,4.0,1.0,0.0,4.772838087374241,0.0,0.0,0.0,0.0,36.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/alfred-morris-1.html,Alfred Morris,173.0,RB,Florida Atlantic,2012.0,WAS,23,SMALL SCHOOL,23.0,20.268169598943018,115.84729867783396,36.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,47.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,733.0,27.0,3529.0,0.0,4.0,4.377298442945409,3.0,13.0,0.0,10.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/alge-crumpler-1.html,Alge Crumpler,35.0,TE,North Carolina,2001.0,ATL,160,North Carolina,23.0,20.268169598943018,115.84729867783396,41.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,42.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/allen-bailey-1.html,Allen Bailey,86.0,DE,Miami (FL),2011.0,KAN,261,Miami (FL),22.0,19.682217461506497,113.4200582746881,34.0,0.0,0.0,0.0,4.772838087374241,2.0,0.0,0.0,0.0,50.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,4.39770051312927,49.0,107.0,31.0,58.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/allen-bradford-1.html,Allen Bradford,187.0,RB,USC,2011.0,TAM,277,USC,23.0,20.268169598943018,115.84729867783396,1.0,0.0,0.0,0.0,4.772334505516502,1.0,0.0,0.0,0.0,52.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,267.0,16.0,1585.0,0.0,5.0,4.377298442945409,6.0,21.0,0.0,15.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/allen-patrick-1.html,Allen Patrick,240.0,RB,Oklahoma,2008.0,BAL,269,Oklahoma,24.0,20.854121736379454,118.27453908097964,0.0,0.0,0.0,0.0,4.7718309236587695,0.0,0.0,0.0,0.0,36.0,76.069338276988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,367.0,14.0,1906.0,0.0,3.0,4.35689637276155,6.0,16.0,0.0,10.0,7.14203437093111,35.05838115514095,268.97691573195857
http://www.sports-reference.com/cfb/players/allen-robinson-1.html,Allen Robinson,61.0,WR,Penn St.,2014.0,JAX,123,Penn St.,21.0,19.096265324069833,110.99281787154243,48.0,0.0,0.0,0.0,4.773341669231974,0.0,0.0,0.0,0.0,35.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,6.0,0.0,36.0,0.0,3.0,4.418102583313128,0.0,1.0,0.0,1.0,7.383229781624261,30.686111883836418,217.02108352544826
http://www.sports-reference.com/cfb/players/alonzo-jackson-1.html,Alonzo Jackson,59.0,LB,Florida St.,2003.0,PIT,122,Florida St.,22.0,19.682217461506497,113.4200582746881,2.0,1.0,1.0,0.0,4.772838087374241,0.0,1.0,0.0,7.0,26.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.39770051312927,0.0,0.0,0.0,0.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/alphonso-smith-1.html,Alphonso Smith,37.0,DB,Wake Forest,2009.0,DEN,78,Wake Forest,23.0,20.268169598943018,115.84729867783389,8.0,21.0,4.0,0.0,4.772334505516506,7.0,0.0,0.0,0.0,51.0,74.57575807319914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,4.0,4.377298442945411,34.0,188.0,25.0,154.0,7.2224328411621626,33.60095806470612,251.6583049964555
http://www.sports-reference.com/cfb/players/alshon-jeffery-1.html,Alshon Jeffery,45.0,WR,South Carolina,2012.0,CHI,165,South Carolina,22.0,19.68221746150647,113.42005827468815,48.0,0.0,0.0,0.0,4.7728380873742395,0.0,0.0,0.0,0.0,40.0,73.08217786941029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.3977005131292675,0.0,1.0,0.0,1.0,7.30283131139321,32.14353497427129,234.3396942609519
http://www.sports-reference.com/cfb/players/alterraun-verner-1.html,Alterraun Verner,104.0,DB,UCLA,2010.0,TEN,166,UCLA,21.0,19.096265324069833,110.99281787154241,33.0,13.0,4.0,0.0,4.773341669231974,3.0,0.0,0.0,0.0,51.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.418102583313127,81.0,279.0,13.0,198.0,7.3832297816242605,30.686111883836418,217.02108352544826
http://www.sports-reference.com/cfb/players/alvin-bowen-1.html,Alvin Bowen,147.0,LB,Iowa St.,2008.0,BUF,35,SMALL SCHOOL,24.0,20.854121736379454,118.27453908097964,0.0,2.0,0.0,0.0,4.7718309236587695,6.0,0.0,0.0,0.0,24.0,76.069338276988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.35689637276155,92.0,254.0,18.0,162.0,7.14203437093111,35.05838115514095,268.97691573195857
http://www.sports-reference.com/cfb/players/alvin-dupree-1.html,Bud Dupree,22.0,OLB,Kentucky,2015.0,PIT,118,Kentucky,22.0,19.682217461506497,113.4200582746881,44.0,1.0,1.0,0.0,4.772838087374241,4.0,1.0,0.0,0.0,47.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,4.0,4.39770051312927,102.0,247.0,39.0,145.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/alvin-pearman-1.html,Alvin Pearman,127.0,RB,Virginia,2005.0,JAX,104,Virginia,23.0,20.268169598943018,115.84729867783396,5.0,0.0,0.0,0.0,4.772334505516502,0.0,0.0,0.0,0.0,46.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,500.0,19.0,2394.0,0.0,4.0,4.377298442945409,0.0,0.0,0.0,0.0,7.22243284116216,33.60095806470615,251.65830499645529
http://www.sports-reference.com/cfb/players/amari-cooper-1.html,Amari Cooper,4.0,WR,Alabama,2015.0,OAK,337,Alabama,21.0,19.096265324069833,110.99281787154243,66.0,0.0,0.0,0.0,4.773341669231974,0.0,0.0,0.0,0.0,39.0,71.58859766562142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,6.0,0.0,51.0,0.0,3.0,4.418102583313128,0.0,2.0,0.0,2.0,7.383229781624261,30.686111883836418,217.02108352544826
http://www.sports-reference.com/cfb/players/amari-spievey-1.html,Amari Spievey,66.0,DB,Iowa,2010.0,DET,203,Iowa,22.0,19.682217461506497,113.4200582746881,11.0,6.0,1.0,0.0,4.772838087374241,1.0,0.0,0.0,0.0,26.0,73.0821778694103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.39770051312927,38.0,124.0,2.0,86.0,7.302831311393215,32.14353497427126,234.33969426095223
http://www.sports-reference.com/cfb/players/amarlo-herrera-1.html,Amarlo Herrera,207.0,ILB,Georgia,2015.0,IND,317,Georgia,23.0,20.268169598943018,115.84729867783396,0.0,3.0,1.0,0.0,4.772334505516502,5.0,1.0,0.0,0.0,54.0,74.57575807319913,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,4.377298442945409,187.0,334.0,21.0,147.0,7.22243284116216,33.60095806470615,251.65830499645529
